age,personnel_id,gender,race,marital_status,education,type_of_work,salary,distance_from_home,years_with_current_manager
37,4286,0,2,0,1,2,49479,15,4
49,4287,0,0,1,1,3,67560,15,9
29,4288,1,1,2,1,3,81649,19,7
36,4289,0,2,1,1,1,99321,4,2
53,4290,0,2,0,1,3,49692,27,12
39,4291,0,2,2,1,3,90390,9,7
42,4292,1,2,2,1,4,32559,12,1
38,4293,0,2,0,0,2,68030,6,4
30,4294,0,2,1,2,0,80944,23,1
45,4295,0,2,1,1,3,65584,27,8
40,4296,0,2,2,0,3,92867,2,6
48,4297,0,2,2,1,1,61056,20,4
36,4298,0,2,1,2,0,88392,5,2
22,4299,0,2,0,1,3,91131,12,11
40,4300,0,2,0,0,1,63879,26,7
39,4301,0,2,0,2,1,49581,21,9
58,4302,0,1,1,1,3,77788,5,1
47,4303,1,2,0,1,3,64526,15,7
40,4304,1,2,0,1,2,45147,14,1
48,4305,1,2,1,2,0,40688,14,6
56,4306,0,2,1,2,1,39402,5,9
63,4307,0,1,2,3,0,20533,17,6
66,4308,0,2,1,1,0,22147,6,3
43,4309,1,2,0,1,3,88492,4,8
45,4310,1,2,0,3,1,41012,13,5
56,4311,0,2,0,0,2,41105,9,3
55,4312,0,1,0,3,1,83836,12,8
54,4313,0,2,0,2,0,86455,12,5
45,4314,0,2,0,1,3,68811,19,3
27,4315,0,4,0,1,3,46713,9,12
31,4316,0,2,0,0,1,91332,26,6
28,4317,0,2,0,1,3,84815,7,5
41,4318,0,1,2,0,1,75249,11,4
60,4319,0,2,2,2,0,24174,19,5
60,4320,0,2,2,0,1,95276,7,7
52,4321,0,0,0,1,1,60151,2,3
20,4322,0,0,0,1,3,95352,6,4
65,4323,0,1,2,0,0,33724,15,5
44,4324,0,4,2,1,3,90158,2,3
44,4325,0,0,2,2,2,64300,15,7
53,4326,0,2,1,0,0,75886,26,2
46,4327,0,2,2,2,1,79282,16,3
43,4328,1,1,0,0,1,83116,11,2
36,4329,0,2,0,2,1,71119,5,8
36,4330,1,2,1,3,2,92262,11,3
46,4331,0,1,0,1,1,103065,15,8
34,4332,0,2,2,0,1,21181,15,5
62,4333,0,2,1,2,0,32759,12,10
43,4334,0,1,0,1,1,94910,17,6
63,4335,0,1,1,2,0,36428,13,4
63,4336,1,2,2,1,3,46204,14,1
52,4337,1,2,0,4,2,84487,10,7
60,4338,1,2,1,1,0,69694,28,8
51,4339,0,2,1,3,3,78876,25,6
52,4340,1,2,2,1,3,84088,4,6
35,4341,0,3,0,1,3,64119,10,4
67,4342,0,1,2,2,0,36451,2,5
54,4343,1,1,0,0,1,98365,18,10
46,4344,1,1,0,1,3,57675,23,3
59,4345,0,2,1,2,1,82099,10,9
41,4346,1,2,1,1,3,73099,13,6
35,4347,1,2,2,2,0,85433,15,9
33,4348,0,1,2,2,2,86859,12,2
47,4349,1,2,1,2,0,68714,10,10
47,4350,1,2,1,2,0,80147,3,3
40,4351,1,2,2,1,0,82940,28,4
29,4352,0,2,2,0,1,92039,18,4
37,4353,1,2,1,1,3,96983,15,1
53,4354,1,4,0,1,3,77710,2,3
67,4355,1,2,2,2,0,31886,15,3
35,4356,1,1,1,0,1,97359,18,1
45,4357,0,2,1,1,1,109368,9,1
59,4358,1,2,1,2,0,56981,6,4
61,4359,0,2,1,1,3,99189,11,10
47,4360,0,2,2,1,3,67920,8,3
47,4361,0,2,1,0,4,74146,23,14
31,4362,1,2,0,5,3,96265,11,6
56,4363,1,2,2,0,0,46170,15,3
50,4364,0,2,0,0,0,87415,14,9
47,4365,0,2,0,0,0,80017,26,7
51,4366,1,1,1,1,0,78448,24,5
35,4367,0,2,1,1,3,102857,8,1
66,4368,0,2,0,1,0,86019,18,7
49,4369,1,3,2,2,2,78391,10,5
57,4370,0,2,0,2,0,71028,14,2
62,4371,1,2,2,0,1,57058,4,2
38,4372,0,1,1,4,0,93981,5,15
63,4373,0,2,0,1,0,34941,8,4
27,4374,1,2,2,0,0,104588,10,3
41,4375,1,2,0,1,0,80295,17,2
53,4376,0,2,1,4,1,93606,7,5
29,4377,0,2,2,0,1,88211,10,1
52,4378,0,2,1,2,3,84991,14,7
55,4379,0,2,0,1,3,91983,7,10
55,4380,1,2,1,1,2,76986,7,5
60,4381,0,2,1,3,0,32336,17,2
41,4382,0,2,2,1,2,94593,12,2
35,4383,0,2,2,5,2,70971,9,5
37,4384,0,2,1,1,1,88149,7,5
36,4385,0,1,0,0,2,103247,7,1
48,4386,0,1,0,0,0,91943,9,1
53,4387,0,0,0,0,0,53400,4,7
38,4388,0,2,0,1,3,100918,7,8
49,4389,1,2,0,2,0,93012,25,1
29,4390,1,2,0,1,0,51776,12,4
61,4391,0,2,2,1,3,66189,8,3
31,4392,0,2,1,2,1,80396,15,2
59,4393,0,1,1,0,1,37913,18,4
32,4394,1,2,1,0,0,93990,22,8
66,4395,0,2,0,3,2,39405,27,7
36,4396,0,2,1,1,0,93680,15,13
48,4397,0,2,2,2,1,94714,14,5
49,4398,0,2,0,2,1,101620,14,7
40,4399,0,2,0,3,3,98868,24,5
40,4400,1,2,2,2,3,90496,27,5
51,4401,0,2,0,2,1,82156,4,7
30,4402,1,2,0,0,1,85771,22,9
63,4403,0,3,1,0,2,30248,13,5
29,4404,0,2,0,1,1,100044,15,9
36,4405,0,4,1,0,1,76885,12,6
42,4406,1,0,2,0,1,81730,5,2
47,4407,0,2,1,0,5,80292,18,4
39,4408,0,2,2,1,3,46803,22,6
35,4409,0,2,0,2,3,85336,12,7
35,4410,0,2,2,1,2,115745,8,11
54,4411,1,2,1,4,1,34175,4,10
44,4412,0,2,1,2,1,47393,15,11
62,4413,1,0,1,2,2,76201,5,4
51,4414,0,1,1,3,1,89939,3,6
38,4415,0,2,2,3,1,108464,6,15
46,4416,1,2,2,0,0,77372,13,5
34,4417,0,0,0,0,0,99425,8,5
44,4418,1,2,1,0,1,89056,7,6
29,4419,0,2,1,2,1,86781,11,9
57,4420,0,2,1,0,1,28558,11,9
36,4421,1,1,2,0,0,97565,8,7
25,4422,0,2,1,0,2,85213,13,3
30,4423,0,1,1,3,3,77738,14,7
48,4424,1,2,0,0,2,26305,10,4
59,4425,0,2,2,3,3,29744,8,3
45,4426,0,2,0,3,5,85817,4,9
52,4427,0,2,2,1,3,58795,10,8
45,4428,0,0,0,4,1,73115,11,7
51,4429,1,2,0,1,1,130308,5,7
49,4430,0,2,1,0,0,69050,5,6
47,4431,0,0,1,1,3,32290,24,9
45,4432,0,2,2,1,0,91977,19,5
51,4433,0,2,1,1,1,101022,12,15
51,4434,0,4,0,2,1,91485,12,2
41,4435,1,3,1,2,1,92663,10,4
49,4436,0,2,2,1,1,45901,5,3
68,4437,0,2,2,1,3,38653,5,2
27,4438,0,2,0,3,4,74249,6,5
52,4439,0,1,2,2,0,97400,11,3
57,4440,0,3,1,1,0,68579,8,7
28,4441,0,2,1,3,1,63104,14,7
49,4442,1,2,1,2,1,77150,6,12
28,4443,0,1,0,0,1,98655,6,8
65,4444,0,2,1,0,1,75459,6,4
49,4445,0,2,1,1,3,80587,12,2
48,4446,1,0,1,1,1,104655,12,8
40,4447,0,2,0,0,2,97413,3,6
45,4448,0,2,0,2,1,49299,10,10
47,4449,0,2,2,0,1,61120,17,12
58,4450,0,2,0,2,1,70364,14,3
49,4451,0,1,2,0,0,89596,15,6
49,4452,0,2,2,3,3,70643,25,8
38,4453,0,2,1,1,1,60698,15,6
20,4454,1,4,1,1,1,92016,9,3
44,4455,0,2,0,0,1,44384,26,5
63,4456,1,1,2,1,2,41218,14,4
46,4457,0,1,2,3,3,80620,29,4
59,4458,0,2,2,1,1,36345,21,4
62,4459,0,0,2,2,1,38056,8,6
56,4460,0,2,0,0,1,74958,11,3
44,4461,0,2,0,2,3,92867,3,8
52,4462,0,2,0,0,1,22891,16,5
37,4463,0,2,2,0,1,96483,10,9
52,4464,1,2,2,3,2,45460,18,5
35,4465,0,2,2,1,3,94988,12,1
38,4466,0,2,2,2,2,60742,6,7
48,4467,0,1,2,3,1,77877,2,1
52,4468,0,2,1,1,1,66697,11,7
46,4469,1,2,2,1,1,61128,13,6
51,4470,0,2,0,0,1,44321,22,9
34,4471,0,1,2,3,3,83942,12,5
38,4472,1,2,0,1,2,112789,5,6
43,4473,0,2,2,0,1,87939,13,3
39,4474,1,2,1,1,5,103637,17,1
47,4475,0,2,0,2,1,59191,12,7
42,4476,1,2,1,0,1,56382,8,4
31,4477,0,2,2,0,1,78508,6,5
58,4478,1,2,2,2,0,96745,6,9
65,4479,0,2,2,2,0,26998,11,8
36,4480,0,1,0,1,3,112161,3,5
50,4481,0,2,0,3,3,51147,19,4
53,4482,0,2,0,0,1,64866,17,4
24,4483,1,2,2,2,3,63675,19,1
48,4484,0,2,2,1,3,89631,13,6
34,4485,1,2,1,2,1,89317,6,5
54,4486,1,2,1,6,3,89316,2,3
41,4487,0,4,0,2,3,45737,17,10
46,4488,0,2,0,0,1,107595,8,12
36,4489,0,5,1,0,1,99283,15,2
60,4490,1,1,1,1,1,89618,22,10
24,4491,0,1,2,0,1,90245,11,4
40,4492,0,2,0,2,0,61983,13,7
51,4493,1,2,0,2,2,108038,9,6
53,4494,1,2,0,1,4,79054,3,5
52,4495,0,2,2,2,1,31462,3,2
36,4496,0,1,0,1,3,94790,3,4
41,4497,0,2,0,1,1,42966,6,4
48,4498,0,3,2,4,1,62073,21,5
39,4499,0,2,1,2,1,31753,5,7
44,4500,1,2,2,0,2,81048,9,2
62,4501,0,2,2,1,1,34890,15,3
40,4502,0,2,1,2,0,57962,15,6
52,4503,1,2,1,0,1,32065,24,5
39,4504,0,2,2,1,3,94691,8,2
36,4505,0,2,1,0,0,53355,12,9
59,4506,0,1,1,0,5,85138,8,4
33,4507,1,2,1,0,1,90727,4,7
48,4508,0,2,0,3,1,97124,8,8
30,4509,1,2,2,1,2,102225,23,8
45,4510,1,2,1,1,0,46664,11,3
68,4511,1,2,0,3,2,32893,16,9
61,4512,0,2,1,0,0,96036,5,2
61,4513,0,2,1,0,0,33973,18,8
41,4514,1,2,1,1,3,89800,2,9
55,4515,0,2,2,3,0,29343,8,5
47,4516,1,2,1,0,1,65345,10,1
44,4517,0,0,2,1,3,79760,18,5
51,4518,0,2,2,2,2,23393,17,6
52,4519,0,1,2,3,3,75402,4,8
49,4520,0,2,1,2,1,52799,13,2
38,4521,0,4,0,3,1,80850,23,9
63,4522,0,4,1,1,1,65727,17,8
46,4523,0,2,1,0,0,64349,2,4
62,4524,1,2,2,2,1,60882,13,8
42,4525,0,3,2,1,3,29742,10,5
64,4526,0,4,2,2,0,21408,21,6
43,4527,0,1,2,2,1,74524,25,5
39,4528,1,2,2,2,1,97200,8,3
38,4529,0,2,0,2,0,84365,26,6
38,4530,0,2,2,2,1,66608,3,6
31,4531,0,5,1,2,5,87725,26,5
40,4532,0,1,1,1,3,94962,16,4
36,4533,0,2,1,2,1,52146,11,4
28,4534,1,1,0,2,1,100149,11,12
36,4535,0,2,2,0,2,70912,5,6
61,4536,1,2,0,1,3,60984,8,6
64,4537,0,2,0,1,3,45222,15,10
42,4538,1,2,2,0,0,50050,22,6
51,4539,0,2,0,2,5,47145,18,6
42,4540,0,2,0,1,2,89104,7,4
41,4541,1,2,1,0,1,89403,21,10
41,4542,1,2,1,2,1,107200,20,3
31,4543,1,2,2,1,3,59144,3,7
59,4544,0,2,0,0,1,56538,10,2
61,4545,0,2,1,1,3,36359,8,5
39,4546,1,2,0,2,0,102125,4,8
68,4547,0,2,1,1,0,84810,9,2
48,4548,1,2,0,0,0,74334,26,5
39,4549,0,2,0,1,1,25105,24,9
48,4550,0,2,1,1,3,89426,3,2
24,4551,0,2,2,0,1,95531,14,9
58,4552,0,1,2,3,1,56674,16,7
48,4553,0,2,2,2,1,33136,26,1
43,4554,0,2,2,1,1,88161,11,11
70,4555,0,2,2,1,3,87071,10,4
49,4556,1,2,1,1,3,93674,2,8
50,4557,0,0,1,2,1,86461,10,9
66,4558,0,2,2,3,1,26645,16,6
40,4559,0,2,0,1,2,93656,23,13
43,4560,0,2,1,0,1,55712,17,2
34,4561,1,1,2,1,3,48944,10,7
39,4562,1,2,1,1,3,60598,14,8
43,4563,0,2,2,4,1,91917,28,7
57,4564,0,0,0,0,2,70097,3,5
41,4565,0,3,2,1,0,78394,8,6
45,4566,0,2,1,3,1,104116,5,4
51,4567,0,2,0,0,0,58706,13,2
46,4568,0,2,1,3,3,76567,13,9
58,4569,0,2,0,0,2,62551,13,7
62,4570,0,2,2,1,3,28845,15,9
53,4571,0,2,0,0,1,76402,22,6
41,4572,0,2,2,2,2,67446,19,2
67,4573,0,2,2,1,3,30919,14,7
39,4574,0,2,2,0,0,70365,8,4
44,4575,0,2,0,0,1,51011,7,3
54,4576,0,2,0,0,1,65521,10,4
38,4577,1,2,0,1,3,84315,6,4
46,4578,0,2,1,2,0,96792,5,3
42,4579,0,2,2,1,1,87877,10,7
52,4580,1,2,2,0,1,57750,2,5
51,4581,0,2,0,2,0,60157,11,7
41,4582,1,2,1,2,0,79041,20,15
39,4583,1,2,0,4,1,85889,6,7
33,4584,0,2,0,3,5,90279,7,1
46,4585,0,0,0,0,0,52284,8,14
63,4586,0,2,2,0,3,29544,18,5
58,4587,0,2,0,2,3,48236,10,6
35,4588,1,2,2,2,0,77919,29,4
57,4589,0,2,0,3,1,87650,6,4
50,4590,0,2,2,3,0,76621,9,2
44,4591,0,2,0,0,4,50967,11,2
41,4592,1,2,2,0,1,64469,20,1
53,4593,1,2,0,3,3,83862,16,4
40,4594,1,2,1,3,3,45851,5,3
47,4595,1,6,2,1,3,111332,17,7
68,4596,0,2,1,1,3,60211,21,3
64,4597,1,2,2,2,1,24631,13,9
58,4598,0,2,0,0,2,76227,11,11
35,4599,0,2,2,1,3,109376,9,6
51,4600,0,2,2,0,1,58144,15,6
47,4601,1,1,2,1,0,83028,19,5
49,4602,0,2,1,2,1,75406,7,2
55,4603,0,2,0,1,3,79034,8,7
58,4604,0,2,2,3,1,40498,17,5
57,4605,0,2,2,1,0,55154,14,6
39,4606,1,2,0,1,1,92575,14,4
39,4607,0,2,0,1,3,54782,10,4
36,4608,1,2,1,0,1,56407,24,4
30,4609,0,2,2,3,3,80490,6,2
60,4610,1,2,2,0,0,95756,9,7
61,4611,0,2,1,1,3,28330,8,5
62,4612,0,1,1,1,3,30909,18,5
43,4613,1,3,0,2,1,108702,25,3
35,4614,0,2,0,0,0,67097,16,2
42,4615,0,2,2,3,0,101298,17,2
63,4616,0,2,2,1,1,96795,11,3
39,4617,1,2,0,3,2,37698,24,3
39,4618,0,2,2,0,1,79445,15,13
25,4619,1,2,1,2,1,81282,19,8
47,4620,1,2,0,2,2,101931,15,8
50,4621,0,2,2,2,2,61487,6,1
26,4622,0,2,1,2,2,74742,27,4
33,4623,1,1,0,3,0,100813,6,10
58,4624,0,5,2,1,1,63789,18,6
58,4625,1,2,0,1,1,95110,14,10
25,4626,0,2,0,1,1,106850,11,5
64,4627,1,4,2,0,1,104613,13,5
50,4628,0,3,0,1,0,80832,12,12
64,4629,1,3,2,6,2,59694,14,1
53,4630,0,0,1,2,1,42145,16,8
28,4631,1,2,2,1,3,58613,18,1
37,4632,0,1,0,0,1,60776,27,3
55,4633,0,2,1,1,3,81090,24,5
56,4634,0,2,0,4,0,80262,16,4
21,4635,1,2,0,0,0,103575,9,5
53,4636,0,2,2,0,1,51990,19,5
63,4637,1,2,2,2,0,65934,20,5
31,4638,1,2,2,1,2,59339,10,1
49,4639,1,2,1,0,1,80259,9,3
35,4640,0,2,1,1,3,88436,8,2
43,4641,0,2,2,3,0,93517,3,8
46,4642,1,2,1,0,0,72714,17,1
46,4643,1,2,2,4,0,75778,6,8
31,4644,1,1,1,1,2,66368,20,6
41,4645,0,4,0,2,0,70106,15,7
36,4646,0,2,0,1,3,95708,6,9
54,4647,1,1,0,1,3,103482,8,6
63,4648,0,2,1,1,0,65598,8,4
43,4649,0,0,1,1,3,70387,4,4
25,4650,0,2,0,0,1,84434,14,4
64,4651,0,3,0,1,1,76823,12,8
34,4652,0,2,1,3,0,49881,12,4
66,4653,0,2,2,2,0,102111,22,7
39,4654,0,1,0,1,3,88810,4,1
42,4655,0,2,2,1,3,90763,6,6
64,4656,0,2,2,3,2,32385,5,4
56,4657,1,2,1,0,0,96556,12,2
45,4658,0,2,2,1,3,89166,14,2
44,4659,0,2,0,0,4,87552,21,1
50,4660,1,2,1,0,0,71507,3,2
40,4661,0,2,0,2,1,78655,5,9
58,4662,0,2,1,3,1,91185,19,8
61,4663,1,2,0,3,1,31939,15,2
27,4664,0,2,1,1,3,99281,9,4
40,4665,1,2,0,1,3,94181,14,7
54,4666,1,2,1,0,3,52197,19,6
39,4667,0,1,1,0,0,96380,12,2
47,4668,0,2,1,2,0,62146,24,8
41,4669,1,2,2,1,3,79478,9,8
58,4670,1,2,0,1,2,53926,9,5
47,4671,1,2,0,1,1,68247,10,8
68,4672,0,2,2,3,0,25978,13,3
63,4673,0,2,0,0,0,67972,6,5
55,4674,0,2,1,3,2,91015,12,2
43,4675,1,2,1,1,0,78884,15,7
38,4676,0,2,1,2,5,87574,25,6
42,4677,1,2,1,0,4,95644,14,6
29,4678,0,2,2,1,2,81676,9,5
38,4679,1,2,2,1,1,91108,21,5
38,4680,0,2,2,1,0,27881,22,1
44,4681,0,2,0,2,4,100774,12,2
47,4682,0,2,1,3,2,46968,4,5
52,4683,0,1,2,0,1,78932,4,5
43,4684,0,2,0,1,3,95411,8,7
48,4685,0,2,0,1,0,89765,13,4
31,4686,1,2,1,3,1,67760,9,5
53,4687,0,2,1,1,1,49143,13,10
33,4688,0,2,0,0,1,42608,8,8
51,4689,0,2,0,0,0,56762,16,5
41,4690,0,2,2,2,1,51221,21,11
36,4691,0,2,2,2,1,80872,11,7
40,4692,1,1,0,3,2,57193,17,11
57,4693,0,2,0,0,0,88272,15,8
29,4694,0,1,1,3,2,96656,7,1
32,4695,0,2,2,1,2,95174,26,8
42,4696,1,0,2,1,1,106634,18,9
32,4697,0,2,1,3,0,85227,7,2
29,4698,0,1,2,2,1,66635,2,5
50,4699,0,2,1,3,3,81065,6,8
58,4700,0,2,2,1,3,58824,3,7
58,4701,0,2,0,2,1,80290,20,1
49,4702,0,3,2,1,3,66543,14,3
41,4703,1,4,2,2,2,99590,6,6
36,4704,0,2,0,3,1,80137,7,10
51,4705,0,0,2,0,2,31317,17,11
47,4706,0,2,1,0,1,84897,17,11
41,4707,1,2,0,1,3,80902,16,3
46,4708,0,2,2,2,1,81382,18,5
43,4709,0,2,0,0,1,60660,10,9
31,4710,1,0,2,0,0,84766,4,7
39,4711,0,2,1,3,3,92245,8,8
43,4712,1,2,2,2,0,96309,25,4
55,4713,1,2,0,2,0,29722,9,7
28,4714,0,2,0,3,1,97366,19,5
45,4715,0,4,1,1,1,78944,14,6
63,4716,0,2,0,1,0,56326,4,5
57,4717,0,3,1,0,1,71118,15,9
63,4718,1,2,0,1,3,109258,17,2
69,4719,1,2,0,2,0,52470,14,5
56,4720,0,2,2,1,3,32352,28,6
38,4721,0,2,0,3,1,102980,15,12
37,4722,1,2,0,0,2,99045,15,5
53,4723,1,2,0,3,1,44190,11,4
60,4724,1,2,1,3,3,67864,5,6
54,4725,1,2,0,2,5,79080,19,5
54,4726,0,2,2,0,1,44008,3,5
30,4727,0,3,2,3,3,52699,14,7
65,4728,0,1,0,1,3,25489,22,7
45,4729,1,2,0,3,1,94475,6,4
32,4730,0,2,1,2,5,100122,11,12
60,4731,0,2,1,2,0,34482,9,9
47,4732,0,2,1,1,3,52656,4,3
46,4733,0,2,2,1,0,51380,11,8
45,4734,0,2,0,3,0,78404,17,4
33,4735,0,2,0,2,0,54708,21,1
37,4736,1,2,0,1,3,99732,7,4
39,4737,0,2,0,0,1,86155,7,3
40,4738,0,2,1,0,1,84712,11,6
48,4739,1,3,0,3,0,74447,28,13
50,4740,0,5,2,1,3,82907,7,8
45,4741,1,2,1,1,3,38815,10,3
35,4742,0,2,1,3,3,56047,20,8
45,4743,0,2,2,3,1,65765,7,10
53,4744,0,0,2,3,3,27238,3,9
62,4745,0,2,2,0,5,84949,13,5
56,4746,1,2,0,1,3,29019,17,3
28,4747,1,1,2,2,1,85747,4,2
62,4748,0,2,0,1,1,85764,28,2
37,4749,1,3,2,2,0,61675,10,7
68,4750,1,2,1,2,1,51621,13,6
46,4751,0,2,2,0,1,92999,18,5
56,4752,0,2,1,1,3,85506,13,2
37,4753,1,2,0,1,1,83262,15,6
38,4754,1,2,1,2,1,91240,24,6
41,4755,0,2,0,2,1,92144,8,9
43,4756,0,2,1,0,1,82541,6,4
59,4757,1,2,1,1,0,70913,14,4
52,4758,0,2,2,1,3,49807,13,1
21,4759,0,2,1,2,3,82611,6,6
32,4760,0,2,0,3,1,84630,6,8
61,4761,1,2,0,2,2,125330,13,10
47,4762,0,0,0,1,0,43232,16,6
38,4763,1,2,1,3,1,86286,5,1
41,4764,1,2,2,2,0,46078,18,4
37,4765,1,2,1,1,0,75745,12,14
48,4766,0,2,0,0,1,72391,10,4
67,4767,0,2,1,2,0,30238,7,4
63,4768,0,2,0,3,3,89234,5,3
62,4769,0,0,2,2,2,92307,21,7
55,4770,0,2,0,0,2,86428,9,9
39,4771,0,2,0,1,3,74829,6,8
46,4772,0,3,0,2,0,86660,11,7
54,4773,0,2,0,1,3,92491,2,8
50,4774,1,2,0,2,1,96569,12,12
54,4775,0,3,2,2,1,73714,20,10
38,4776,1,2,0,3,0,92430,5,10
62,4777,1,2,1,2,1,77360,15,7
52,4778,0,1,1,0,1,88797,14,10
26,4779,0,2,0,3,5,66955,6,6
40,4780,1,2,1,2,1,47444,2,9
58,4781,1,2,0,1,1,84734,5,4
71,4782,0,2,0,0,0,64198,4,3
42,4783,1,1,0,0,0,95042,22,4
43,4784,0,2,2,2,1,94781,14,1
42,4785,0,2,0,2,4,106446,17,6
44,4786,0,6,0,1,3,88123,18,2
39,4787,0,2,2,0,1,47355,13,1
54,4788,1,2,2,3,0,94457,22,11
62,4789,1,1,2,3,1,26877,13,2
27,4790,1,1,1,3,3,69619,7,1
43,4791,0,2,0,2,2,54541,11,9
52,4792,1,1,1,3,2,38923,13,4
59,4793,0,2,0,3,1,94922,16,9
56,4794,0,2,2,2,1,52725,13,3
43,4795,0,2,2,2,1,81532,29,5
47,4796,1,2,1,3,3,99207,2,5
62,4797,0,2,1,0,1,73783,11,3
59,4798,1,2,0,2,2,53387,21,11
59,4799,1,2,0,1,1,58789,15,1
56,4800,0,1,1,0,1,98203,7,7
39,4801,0,2,2,1,3,44542,11,8
41,4802,0,2,0,0,1,104244,4,7
61,4803,1,2,1,1,2,38936,12,10
58,4804,0,3,0,0,1,66859,10,4
51,4805,1,4,2,2,1,103777,3,1
46,4806,1,2,0,3,2,70093,7,5
47,4807,0,2,1,3,1,54728,13,4
48,4808,0,2,0,1,3,54251,3,6
52,4809,0,2,0,0,0,27104,2,4
43,4810,0,2,0,0,5,60831,7,5
32,4811,0,1,2,0,2,82554,8,9
31,4812,0,2,0,3,3,100267,6,1
47,4813,1,2,1,0,1,97095,12,4
39,4814,0,2,1,1,3,69890,10,3
34,4815,0,2,0,2,0,92899,18,3
28,4816,1,2,2,0,2,96259,14,2
50,4817,1,2,0,1,5,111273,8,13
61,4818,0,2,1,3,0,76100,13,7
60,4819,1,1,1,0,1,48515,11,3
28,4820,0,2,1,2,2,93768,7,3
58,4821,0,2,0,1,0,94054,15,9
34,4822,0,1,1,2,1,93542,9,5
30,4823,0,2,2,2,1,84106,11,10
50,4824,1,2,1,1,3,65015,9,9
56,4825,0,3,0,2,0,70262,8,9
46,4826,1,2,0,2,1,67985,22,4
50,4827,0,2,2,2,1,67918,7,7
48,4828,0,2,2,1,3,92727,8,7
42,4829,1,1,2,1,0,40665,28,3
37,4830,0,2,0,2,1,94764,13,2
38,4831,1,2,1,1,0,42784,15,11
49,4832,1,3,0,1,3,57985,10,9
42,4833,1,2,2,3,3,56505,7,7
42,4834,1,2,0,2,1,78680,22,8
67,4835,0,1,2,0,0,33707,14,4
37,4836,1,0,0,2,1,53666,14,7
46,4837,0,2,0,2,1,90773,19,4
45,4838,0,2,0,0,1,79501,22,7
62,4839,0,2,0,2,0,70553,26,6
47,4840,1,2,0,2,0,91451,12,2
60,4841,0,3,0,0,1,24645,25,9
50,4842,0,2,0,0,1,76016,5,8
48,4843,1,2,1,1,3,55943,17,4
40,4844,0,2,0,1,0,92899,17,1
62,4845,0,2,0,1,3,60274,2,5
48,4846,0,2,2,0,4,73651,15,1
47,4847,0,2,1,2,0,32964,20,7
33,4848,1,2,0,0,0,65026,12,10
43,4849,0,2,1,2,1,89712,15,1
43,4850,0,2,0,1,3,94498,8,6
32,4851,0,0,0,1,2,86299,15,5
66,4852,0,2,2,1,2,36604,16,8
43,4853,0,1,0,2,0,53689,8,7
61,4854,0,2,0,0,0,90311,13,2
65,4855,0,2,2,0,1,27007,4,2
28,4856,1,2,1,1,3,70797,13,5
46,4857,1,2,0,1,1,48518,12,3
51,4858,1,5,1,2,1,34401,10,7
57,4859,0,2,0,3,3,55971,7,2
62,4860,0,2,1,0,1,38791,23,2
61,4861,0,2,2,3,5,23580,17,8
49,4862,1,0,2,0,1,57673,3,12
42,4863,0,1,1,1,0,54893,3,7
38,4864,1,2,1,3,2,91596,2,5
50,4865,0,1,0,2,1,95201,14,4
50,4866,0,2,2,0,2,40348,24,4
45,4867,1,2,2,2,5,54127,11,5
62,4868,0,2,0,2,2,63714,18,6
46,4869,0,2,0,4,0,75932,5,5
44,4870,0,1,1,3,1,89480,12,10
54,4871,0,2,0,3,3,82069,10,5
49,4872,1,1,2,3,3,80050,5,10
43,4873,0,1,0,3,1,85605,9,6
50,4874,0,2,0,1,3,69839,10,9
63,4875,0,2,2,6,2,67893,5,5
29,4876,1,2,0,3,0,99708,21,2
49,4877,1,4,2,3,0,52412,10,10
47,4878,0,2,0,2,1,81198,4,2
40,4879,0,2,1,0,0,61383,11,3
44,4880,0,2,1,1,0,87729,14,10
50,4881,0,1,0,2,0,65174,7,1
46,4882,0,2,1,0,1,63155,3,8
28,4883,1,3,1,1,3,34369,8,1
58,4884,1,2,1,3,1,34994,12,7
54,4885,0,2,1,3,0,49618,2,5
30,4886,1,2,0,1,1,27660,12,7
57,4887,0,2,1,0,0,74001,6,4
40,4888,0,4,0,0,0,86578,6,2
62,4889,0,2,2,4,1,23390,6,3
42,4890,0,2,0,0,1,62917,21,6
40,4891,0,2,2,2,1,80272,5,11
32,4892,1,2,2,2,2,79575,4,7
62,4893,1,2,0,1,0,85864,10,7
42,4894,0,2,0,2,1,35262,13,3
67,4895,0,2,2,1,0,27146,3,1
42,4896,1,2,2,2,1,66172,3,2
44,4897,1,2,2,2,1,85480,3,4
47,4898,0,6,0,0,2,120831,26,9
39,4899,0,2,2,1,3,52467,14,1
47,4900,0,2,0,3,1,84027,9,2
44,4901,1,2,2,2,2,34726,8,5
48,4902,0,2,0,1,0,83829,6,6
56,4903,0,2,2,0,2,48583,16,6
54,4904,1,2,0,2,1,89469,14,4
52,4905,1,2,0,2,5,102071,15,3
38,4906,0,2,0,3,3,62307,7,7
33,4907,0,2,2,2,2,67713,11,5
55,4908,0,2,2,4,1,58528,19,5
41,4909,0,2,0,2,1,86133,3,5
56,4910,1,2,1,2,1,73891,24,7
51,4911,0,1,0,0,2,34955,14,10
49,4912,1,2,2,0,5,71057,20,1
37,4913,0,4,2,3,1,38391,28,1
35,4914,1,1,1,2,1,70851,17,3
69,4915,0,2,0,0,1,32983,12,1
54,4916,0,2,2,0,5,48457,13,11
40,4917,0,1,0,4,1,67033,12,8
53,4918,0,2,0,6,3,55140,20,8
39,4919,0,2,2,1,1,86210,13,1
